Music;Quadrant;Id;Semantic_Gazeteers_AvgValence;Semantic_Gazeteers_AvgArousal;Semantic_DAL_ANEW_AvgValence;Semantic_DAL_ANEW_AvgArousal;Semantic_DAL_ANEW_AvgDominance;Semantic_Synesktech_Valence;Semantic_Synesktech_HappinessWeight;Semantic_Synesktech_SadnessWeight;Semantic_Synesktech_AngerWeight;Semantic_Synesktech_FearWeight;Semantic_Synesktech_DisgustWeight;Semantic_Synesktech_SurpriseWeight;Semantic_GI_negativ;Semantic_GI_pstv;Semantic_GI_strong;Semantic_GI_weak;Semantic_GI_submit;Semantic_GI_pain;Semantic_GI_arousal;Semantic_GI_vice;Semantic_GI_academ;Semantic_GI_doctrin;Semantic_GI_econ@;Semantic_GI_exch;Semantic_GI_exprsv;Semantic_GI_legal;Semantic_GI_milit;Semantic_GI_polit@;Semantic_GI_polit;Semantic_GI_relig;Semantic_GI_coll;Semantic_GI_work;Semantic_GI_ritual;Semantic_GI_male;Semantic_GI_female;Semantic_GI_hu;Semantic_GI_social;Semantic_GI_region;Semantic_GI_route;Semantic_GI_land;Semantic_GI_sky;Semantic_GI_object;Semantic_GI_food;Semantic_GI_comnobj;Semantic_GI_natobj;Semantic_GI_bodypt;Semantic_GI_comform;Semantic_GI_say;Semantic_GI_need;Semantic_GI_goal;Semantic_GI_means;Semantic_GI_persist;Semantic_GI_fail;Semantic_GI_natrpro;Semantic_GI_begin;Semantic_GI_vary;Semantic_GI_increas;Semantic_GI_finish;Semantic_GI_stay;Semantic_GI_rise;Semantic_GI_exert;Semantic_GI_fetch;Semantic_GI_fall;Semantic_GI_causal;Semantic_GI_ought;Semantic_GI_perceiv;Semantic_GI_compare;Semantic_GI_solve;Semantic_GI_abs@;Semantic_GI_quality;Semantic_GI_quan;Semantic_GI_numb;Semantic_GI_freq;Semantic_GI_time@;Semantic_GI_space;Semantic_GI_pos;Semantic_GI_dim;Semantic_GI_rel;Semantic_GI_self;Semantic_GI_our;Semantic_GI_you;Semantic_GI_name;Semantic_GI_yes;Semantic_GI_negate;Semantic_GI_intrj;Semantic_GI_sv;Semantic_GI_indadj;Semantic_GI_powgain;Semantic_GI_powloss;Semantic_GI_powcon;Semantic_GI_powcoop;Semantic_GI_powaupt;Semantic_GI_powtot;Semantic_GI_rcrelig;Semantic_GI_rcgain;Semantic_GI_rcends;Semantic_GI_rctot;Semantic_GI_rspgain;Semantic_GI_rsploss;Semantic_GI_rspoth;Semantic_GI_rsptot;Semantic_GI_affpt;Semantic_GI_affoth;Semantic_GI_wlbgain;Semantic_GI_wlbloss;Semantic_GI_wlbphys;Semantic_GI_wlbpsyc;Semantic_GI_wlbpt;Semantic_GI_enlends;Semantic_GI_enltot;Semantic_GI_skltot;Semantic_GI_trngain;Semantic_GI_trnloss;Semantic_GI_tranlw;Semantic_GI_meanslw;Semantic_GI_endslw;Semantic_GI_arenalw;Semantic_GI_ptlw;Semantic_GI_negaff;Semantic_GI_posaff;Semantic_GI_if;Stylistic_CapitalLetters_cfcl
mt0010290785;Q4;mt0010290785;2.21;1.8257142857142856;1.8448475609756088;1.593528048780488;1.5646341463414628;-1;0.2666666666666666;1.0;0.1263157894736842;0.1263157894736842;0.1;0.0;17;30;39;9;2;0;0;7;8;1;9;0;6;1;0;14;24;2;8;9;1;14;0;24;5;3;0;2;4;2;0;0;1;2;8;1;1;0;4;0;1;11;3;1;0;3;8;0;2;4;0;5;1;2;0;5;1;9;29;6;4;13;33;2;1;5;0;2;0;8;2;0;3;1;0;1;1;1;0;1;16;0;1;1;5;0;0;2;2;1;0;1;1;13;0;0;1;21;3;1;4;7;0;2;3;2;4;2;1;93
mt0010290788;Q4;mt0010290788;2.6888235294117644;2.014117647058823;1.9675121428571445;1.7246714285714284;1.7771428571428567;-1;1.0;1.0;0.18;1.0;0.1666666666666666;1.0;10;29;29;5;6;1;3;4;0;2;1;0;2;3;0;2;5;16;0;1;2;9;1;13;2;0;0;1;0;7;1;2;0;1;12;1;0;0;2;2;0;12;0;4;0;0;2;1;3;0;1;1;0;10;1;2;3;12;15;0;3;16;33;0;5;1;0;9;5;1;0;4;2;8;4;0;0;1;3;0;11;4;0;6;17;0;0;1;1;3;5;2;0;11;6;3;0;10;0;0;0;8;0;1;2;1;0;2;6;58
mt0010305995;Q4;mt0010305995;2.7522222222222217;2.481111111111111;1.9589057971014487;1.7820985507246383;1.571014492753624;1;1.0;0.2666666666666666;0.0692307692307692;0.0;0.0;0.0615384615384615;9;12;13;0;1;0;0;0;0;0;0;0;6;0;0;5;5;6;0;13;0;20;0;11;1;0;0;0;0;0;0;0;0;1;8;0;0;0;0;0;9;2;0;26;0;0;0;13;13;0;0;0;0;0;0;0;3;0;7;0;0;2;4;0;0;0;0;10;2;0;1;0;10;12;1;0;0;0;0;0;1;3;0;2;5;0;0;4;4;2;1;0;0;3;4;0;0;0;0;0;9;9;0;0;0;0;0;7;0;38
mt0010310891;Q2;mt0010310891;1.5733333333333333;2.3686666666666683;1.6787150684931509;1.8061767123287675;1.9534246575342464;-1;1.0;1.0;1.0;1.0;1.0;0.45;44;3;41;27;10;14;2;7;1;0;1;1;0;2;1;1;2;1;2;4;0;0;0;3;2;0;0;0;0;3;0;1;1;5;2;0;3;1;0;0;1;13;1;1;0;2;0;0;7;2;2;3;0;0;0;5;11;4;9;0;3;20;13;3;3;0;4;1;4;0;0;0;0;4;0;0;0;4;0;1;15;1;2;0;5;0;0;0;0;0;0;0;12;21;2;0;0;6;0;5;0;5;0;1;0;0;4;0;0;45
mt0010310894;Q2;mt0010310894;1.5394444444444444;2.2163888888888885;1.7730882096069869;1.7990065502183386;1.9755458515283848;1;1.0;1.0;1.0;1.0;0.45;0.1285714285714285;87;29;69;39;13;12;10;26;0;3;7;1;4;4;0;2;15;11;7;17;3;8;0;21;3;6;0;3;2;15;5;2;2;14;25;0;0;1;18;4;4;43;3;5;4;12;3;3;8;3;7;1;1;10;0;5;9;7;27;1;0;7;21;1;3;3;0;4;4;1;0;28;8;12;2;2;3;4;0;1;26;3;1;7;16;2;2;2;6;6;1;4;8;60;5;2;0;13;5;1;4;10;4;4;9;0;8;4;4;91
mt0010310897;Q2;mt0010310897;1.519375;2.0562499999999995;1.8092509615384609;1.6543418269230754;1.651923076923076;-1;1.0;1.0;1.0;1.0;1.0;0.18;34;10;37;9;3;1;7;19;0;1;4;1;2;4;0;7;7;7;6;4;4;1;0;13;3;0;0;0;0;19;8;4;1;14;19;1;1;2;7;3;2;17;0;0;0;5;0;0;0;0;0;9;0;4;0;5;7;3;19;0;4;16;28;0;0;2;19;0;48;0;0;8;2;23;1;0;1;2;3;0;25;4;0;3;7;1;0;3;4;1;1;0;2;20;0;0;2;13;1;0;13;10;1;3;0;0;3;2;0;54
mt0010310898;Q2;mt0010310898;1.585714285714286;2.4385714285714286;1.8755836065573763;1.7170778688524595;1.5704918032786883;-1;1.0;1.0;1.0;0.54;0.54;0.1542857142857142;39;22;29;7;1;1;17;11;0;6;0;0;0;2;0;3;3;8;2;9;3;0;0;7;0;0;0;1;1;3;0;3;0;0;7;1;1;0;2;2;4;6;5;1;5;1;0;0;4;2;0;7;0;1;0;0;3;6;9;0;6;2;18;0;6;3;18;0;10;0;2;10;5;9;5;0;1;5;0;0;11;6;1;2;12;0;0;0;0;0;0;0;1;6;0;0;4;7;0;0;0;21;1;1;0;0;10;5;0;32
mt0010310899;Q2;mt0010310899;1.843;1.926;1.7915232000000003;1.6705815999999998;1.5135999999999998;-1;0.2666666666666666;1.0;0.15;1.0;0.1166666666666666;0.1285714285714285;27;31;37;3;5;4;2;10;1;6;9;0;0;13;0;7;21;0;10;2;1;0;0;15;2;0;3;0;0;0;0;0;0;4;28;3;1;0;17;1;0;12;0;3;0;0;1;0;0;1;1;0;1;13;3;3;2;6;27;0;1;12;20;6;3;5;0;0;0;2;0;25;9;3;9;3;0;2;5;0;32;0;1;0;6;2;0;4;6;0;1;0;6;10;0;0;0;27;4;1;2;7;12;0;4;4;0;3;4;26
mt0010368848;Q1;mt0010368848;2.01;2.07;1.880308888888888;1.5541288888888891;1.8088888888888888;-1;0.3;0.2666666666666666;0.0;0.2666666666666666;0.8;0.1125;8;10;17;2;0;0;2;2;0;0;3;0;0;0;2;0;4;1;1;7;0;1;0;2;2;2;0;2;0;4;0;0;0;2;1;0;0;0;1;0;1;0;0;2;0;0;0;1;2;1;0;0;1;0;0;1;1;1;10;3;0;6;7;0;1;1;2;0;2;3;0;0;0;1;1;2;1;3;1;0;7;1;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;1;2;0;1;0;38
mt0010369823;Q2;mt0010369823;1.262222222222222;2.4244444444444446;1.7604000000000004;1.7243629139072851;1.7814569536423834;1;1.0;1.0;1.0;0.4;0.4;0.1;68;11;53;23;6;9;14;32;1;3;8;6;2;3;2;4;11;10;7;3;2;0;0;13;3;0;2;0;1;9;0;4;0;4;17;0;0;3;10;4;5;17;0;0;0;10;2;0;4;2;1;8;0;9;0;10;8;1;17;2;6;32;21;4;1;1;16;0;17;3;0;17;9;9;4;4;3;2;3;2;28;3;1;4;12;1;0;2;3;1;1;0;17;21;7;3;3;19;3;0;3;13;8;6;2;0;15;0;1;52
mt0010405928;Q2;mt0010405928;1.3608333333333331;2.4625;1.7147704225352105;1.7908394366197182;1.774647887323944;-1;0.2666666666666666;1.0;1.0;1.0;0.1818181818181818;0.2857142857142857;26;11;32;4;0;5;2;3;0;2;2;0;0;1;3;5;3;3;0;7;4;0;0;1;0;0;0;3;0;5;1;2;0;0;5;0;0;1;5;0;0;9;0;2;6;1;1;5;5;0;0;4;0;2;0;6;2;1;7;0;5;13;4;0;0;0;6;1;2;0;0;2;3;1;1;1;3;3;0;0;16;0;0;0;2;0;0;0;0;0;0;2;3;12;2;0;0;5;0;10;0;5;0;4;0;0;5;0;0;20
mt0010478882;Q1;mt0010478882;2.52375;1.5525;1.909833653846156;1.6295798076923078;1.853846153846153;-1;1.0;0.8;0.9;0.9;0.7;1.0;0;3;27;2;4;0;0;2;3;0;0;0;3;0;0;0;0;0;4;1;1;0;7;9;2;0;1;1;4;9;0;5;0;3;3;0;1;0;1;2;1;2;1;3;5;3;1;1;0;2;0;3;0;6;0;4;0;0;5;1;1;7;24;4;4;0;0;0;13;0;0;0;0;0;0;5;1;0;0;2;9;0;0;0;0;0;0;1;1;0;0;1;0;3;0;0;0;7;2;1;0;1;0;0;1;5;0;0;1;21
mt0010480965;Q2;mt0010480965;1.464;2.22;1.8728224852071007;1.6327000000000005;1.5218934911242596;1;1.0;0.6;1.0;0.27;0.27;0.15;17;26;52;9;4;0;10;5;0;4;1;0;2;9;0;6;4;3;0;4;2;0;0;2;2;0;0;0;0;10;1;4;0;2;25;1;4;6;6;1;3;15;4;3;0;8;0;0;0;6;0;5;0;12;0;17;2;0;17;1;6;35;26;0;2;7;14;0;26;2;0;6;4;22;3;0;0;0;0;0;17;1;0;0;6;0;0;2;2;0;0;3;2;9;0;0;3;25;0;5;0;5;0;8;2;2;1;9;1;44
mt0010484291;Q1;mt0010484291;2.927272727272728;2.585454545454545;1.8866672131147548;1.6125483606557385;1.3868852459016392;-1;1.0;1.0;0.5;0.5;0.5;0.0217391304347826;10;62;51;10;4;0;4;0;0;0;0;0;2;6;0;0;0;0;0;2;2;0;0;0;0;0;2;0;0;2;0;0;0;2;8;0;2;2;6;0;6;2;4;2;0;0;0;0;2;4;0;2;0;12;4;8;0;12;20;6;0;4;6;0;0;2;11;0;18;0;4;0;6;17;2;2;2;2;0;0;8;0;4;0;8;0;2;4;6;0;18;0;0;0;0;0;0;4;2;10;2;0;0;0;0;0;0;2;0;11
mt0010487366;Q2;mt0010487366;1.6833333333333331;2.0988888888888884;1.8155826086956528;1.6906750988142287;1.5952569169960455;1;1.0;1.0;0.1333333333333333;0.15;0.15;0.1666666666666666;52;21;51;14;5;4;4;26;1;4;0;0;3;3;1;1;7;16;7;16;1;9;0;17;4;0;5;0;1;6;2;1;0;1;29;1;8;1;13;3;0;37;0;9;1;3;3;2;2;2;0;12;1;6;0;24;8;7;30;1;17;101;29;0;1;7;12;1;21;1;0;10;13;61;0;5;0;0;3;2;31;9;0;4;22;0;1;4;5;4;1;0;10;21;3;2;6;41;1;0;1;15;0;14;1;1;5;2;8;70
mt0010487702;Q2;mt0010487702;1.1071428571428572;2.485714285714286;1.6573214876033064;1.7134016528925626;1.8181818181818183;-1;0.1538461538461538;1.0;0.0583333333333333;1.0;0.25;0.225;15;10;35;29;2;0;0;7;0;0;5;0;1;4;7;7;7;0;0;2;4;8;0;4;3;0;0;8;0;15;0;0;5;3;20;0;1;0;10;0;0;15;0;0;0;2;0;0;9;3;12;2;0;10;0;2;0;7;0;0;4;11;18;0;0;8;0;0;11;0;0;2;0;9;4;0;2;7;0;0;35;0;0;0;1;0;0;4;4;0;0;4;1;1;3;0;0;9;0;0;4;6;2;1;0;0;3;3;0;42
mt0010526041;Q2;mt0010526041;2.085;1.9516666666666664;1.8195980694980696;1.6879088803088786;1.6702702702702694;-1;1.0;1.0;1.0;1.0;0.45;0.0615384615384615;67;41;55;22;5;6;12;25;1;1;4;1;3;10;0;4;12;11;5;14;8;5;3;20;9;0;1;4;3;11;0;2;1;2;52;3;3;1;11;5;2;13;4;15;2;1;0;4;9;4;7;5;2;10;0;15;4;5;14;6;5;22;42;7;6;9;10;1;18;2;2;3;7;35;2;2;0;1;4;3;27;20;0;0;27;0;1;4;5;0;8;3;8;16;10;6;0;32;3;1;11;14;3;7;0;2;11;3;13;92
mt0010543277;Q1;mt0010543277;2.533333333333333;1.876666666666667;1.917842259414228;1.6159188284518815;1.6276150627615062;-1;1.0;0.4;0.25;0.2571428571428571;0.3333333333333333;0.1;26;47;75;22;2;1;10;17;1;1;14;3;22;4;0;1;20;1;3;12;5;0;0;11;2;3;0;2;0;33;6;9;5;1;33;3;4;2;3;1;3;8;5;2;0;0;2;0;5;3;2;7;6;2;2;11;8;22;29;3;0;56;22;2;3;4;8;0;36;17;0;0;3;38;0;2;2;2;1;1;14;0;1;3;8;0;1;3;4;0;8;0;0;0;2;5;0;29;13;7;1;12;0;12;2;2;5;8;10;45
mt0010551970;Q4;mt0010551970;2.2075;2.3475;1.9998711538461544;1.7238967948717945;1.6871794871794858;-1;1.0;1.0;0.7;1.0;0.7;0.15;49;40;22;24;9;5;12;17;0;1;1;0;8;3;0;0;0;10;10;5;0;0;0;10;0;0;5;0;0;0;0;0;0;0;13;0;13;1;6;0;6;16;2;2;0;2;0;0;0;4;0;2;0;6;1;31;4;8;7;0;9;35;25;0;0;8;27;0;12;0;6;0;6;43;0;6;0;0;0;0;6;5;11;0;27;0;0;1;1;0;0;0;10;0;7;10;0;27;8;0;5;5;3;18;0;0;15;5;6;20
mt0010552303;Q1;mt0010552303;2.276666666666667;2.3066666666666658;1.9143056497175155;1.6560864406779658;1.3333333333333308;-1;0.2666666666666666;1.0;0.7;1.0;0.7;0.0615384615384615;14;33;58;10;18;1;2;13;0;0;5;0;0;12;0;0;1;0;1;6;0;1;0;7;0;0;0;0;0;2;0;0;1;0;5;0;8;1;10;16;0;0;1;31;0;0;5;0;0;2;0;1;1;4;0;7;6;1;37;0;9;31;9;0;0;2;9;0;52;0;10;5;8;24;1;0;0;1;15;0;16;0;5;0;19;1;0;2;3;0;2;0;2;1;1;4;1;13;0;0;0;8;0;19;0;1;5;0;16;42
mt0010554175;Q1;mt0010554175;3.0;2.64;2.061357692307692;1.8312692307692304;1.86923076923077;1;1.0;0.24;0.12;0.054;0.042;0.0260869565217391;0;48;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;8;0;0;0;0;0;0;0;0;8;0;0;0;8;0;0;32;8;0;0;0;0;0;0;8;2;8;0;0;0;0;8;0;0;8;0;0;0;8;0;0;0;0;0;8;0;8;0;16;0;0;0;0;0;0;0;0;32;0;8;0;0;0;2;0;0;0;8
mt0010554620;Q2;mt0010554620;1.5967857142857138;2.2828571428571443;1.938546706586825;1.7902994011976046;1.925748502994013;-1;1.0;1.0;1.0;1.0;1.0;0.054;37;22;28;12;4;2;4;12;6;0;3;0;0;5;0;0;0;25;6;39;1;21;0;56;2;0;1;0;0;10;2;6;0;10;9;0;3;2;3;1;2;6;0;0;0;0;0;0;1;1;1;1;0;8;0;3;6;1;7;0;3;3;14;0;0;0;13;0;1;0;13;9;16;7;1;8;1;1;2;6;55;23;2;1;29;1;0;0;1;18;5;2;0;7;3;2;0;15;3;0;0;3;0;5;0;0;1;1;0;33
mt0010570500;Q1;mt0010570500;2.58;2.078888888888889;1.851891457286432;1.7538040201005023;1.7678391959798982;-1;1.0;0.72;0.1285714285714285;0.15;0.1066666666666666;0.1285714285714285;13;37;59;21;12;3;6;0;0;0;11;0;6;3;0;2;2;0;4;27;3;0;1;28;0;0;0;1;0;12;0;0;2;3;45;1;10;1;27;4;3;1;2;22;0;7;2;4;4;10;1;3;1;7;3;26;2;9;23;4;6;34;65;3;9;18;6;5;19;0;8;5;12;15;0;8;3;5;7;0;27;0;1;0;6;2;0;1;3;0;14;0;2;1;0;22;0;44;38;0;4;26;0;12;0;3;3;3;1;47
mt0010611876;Q1;mt0010611876;2.7055555555555566;2.3588888888888886;1.932469827586208;1.7397422413793109;1.6999999999999995;-1;1.0;0.3333333333333333;0.45;0.225;0.175;0.0529411764705882;11;7;17;18;0;1;4;7;0;0;9;1;1;0;0;0;0;1;0;5;1;0;1;19;0;1;0;2;0;1;0;0;0;1;8;1;4;0;3;0;1;2;2;0;0;0;1;0;1;0;1;3;0;1;0;3;3;6;10;0;3;30;16;2;3;2;19;0;22;0;2;4;3;18;0;2;1;2;0;0;9;1;0;0;1;0;0;2;2;0;8;0;0;0;1;16;2;15;2;1;1;4;2;11;2;1;1;1;2;42
mt0010612023;Q2;mt0010612023;2.082;2.5540000000000003;1.8264814207650288;1.6602030054644794;1.558469945355191;1;1.0;0.84;1.0;0.42;1.0;1.0;74;63;102;10;2;0;31;21;0;0;5;0;3;8;0;4;15;4;1;13;4;5;7;18;3;0;1;1;0;13;3;0;4;13;15;5;5;5;13;1;3;8;5;5;1;0;0;3;11;6;0;17;2;4;2;22;11;11;35;3;1;17;60;2;39;13;25;0;35;5;3;1;23;43;2;2;1;5;0;3;33;3;3;2;35;1;0;4;5;3;1;0;3;9;1;0;1;58;0;1;3;20;8;4;1;4;2;15;9;78
mt0010616215;Q2;mt0010616215;2.077857142857143;2.3600000000000003;1.812570609318996;1.6616010752688148;1.5426523297491035;-1;1.0;1.0;1.0;1.0;1.0;0.225;37;46;68;25;4;0;14;9;1;4;8;0;3;5;2;11;24;1;3;7;1;3;3;20;5;1;0;1;0;21;5;5;3;4;28;1;0;3;4;1;6;16;1;5;2;4;4;2;4;7;3;13;6;8;0;8;11;16;19;1;3;33;23;1;1;11;11;3;19;9;4;21;14;19;0;5;5;4;2;5;40;1;4;1;11;0;1;4;5;0;0;0;4;13;0;0;0;31;2;6;3;12;1;1;0;2;2;8;7;57
mt0010623104;Q2;mt0010623104;1.7935294117647056;2.3005882352941183;1.8196064285714293;1.634313571428571;1.5357142857142851;-1;1.0;0.4;1.0;0.72;0.72;0.12;63;59;89;17;6;2;24;11;3;2;9;2;4;16;2;4;19;0;9;15;3;5;1;20;3;1;1;0;1;19;2;4;2;7;31;1;5;7;13;1;4;5;5;10;2;1;1;5;20;14;0;25;9;10;1;18;15;10;33;8;2;20;22;0;7;12;18;1;6;4;5;6;12;19;8;3;0;7;0;5;42;0;3;0;30;2;0;6;8;3;0;0;6;6;8;0;0;49;8;2;12;12;6;6;2;3;6;14;5;80
mt0010623318;Q4;mt0010623318;2.364;2.211428571428572;1.9483015625000013;1.6751820312500003;1.7453124999999998;-1;0.25;0.2;0.1428571428571428;0.0380952380952381;0.1428571428571428;0.0615384615384615;2;4;16;8;0;1;1;1;4;0;0;0;7;3;0;5;0;5;4;7;2;3;2;9;0;0;0;0;0;24;1;7;7;0;18;0;0;1;8;1;0;0;0;2;0;4;0;0;7;2;0;2;0;10;2;2;1;3;13;2;1;18;9;0;0;0;11;6;0;0;0;0;0;15;0;0;0;0;0;0;4;5;0;0;6;1;0;0;1;5;5;2;0;1;1;0;0;27;10;0;0;0;0;1;2;0;0;1;2;28
mt0010674530;Q3;mt0010674530;2.53;1.586666666666667;1.9385177215189868;1.6167582278481014;1.5924050632911393;1;0.2666666666666666;0.2666666666666666;0.1333333333333333;0.1333333333333333;0.1333333333333333;0.15;8;2;17;12;2;2;2;6;0;1;0;0;4;1;0;2;2;0;0;2;5;0;0;0;0;0;1;0;0;12;0;0;6;0;7;0;8;0;5;2;0;10;0;8;0;0;1;0;0;0;0;0;0;6;0;4;1;2;2;0;0;14;5;0;0;0;33;0;2;0;0;2;4;31;0;0;0;0;2;0;6;0;0;0;0;0;0;0;0;0;0;1;4;6;2;0;0;16;1;0;0;13;0;12;0;0;2;1;3;10
mt0010674859;Q3;mt0010674859;2.402;2.3400000000000003;1.8779426470588232;1.7810955882352943;1.6558823529411768;-1;1.0;1.0;0.9;0.9;0.7;0.15;15;6;15;13;2;2;1;2;0;1;1;0;2;0;0;2;6;0;2;2;0;0;4;8;0;0;0;1;1;0;0;0;0;0;4;0;0;1;1;1;8;0;1;4;0;2;0;1;1;0;0;3;0;5;0;5;0;10;7;0;2;5;13;0;1;1;12;0;0;4;0;5;2;7;0;0;1;1;2;0;5;0;0;0;1;0;1;0;1;0;4;0;1;1;1;0;1;3;1;0;4;1;0;6;0;8;0;1;2;10
mt0010687397;Q2;mt0010687397;1.1633333333333329;2.5;1.8236480769230767;1.6652884615384618;1.657692307692308;-1;0.54;0.7;1.0;1.0;0.08;0.225;8;11;23;0;0;0;3;3;0;0;0;0;0;7;1;2;4;1;1;3;0;0;0;1;1;0;0;0;0;3;0;1;0;1;3;0;1;4;2;1;0;1;1;1;0;2;2;0;1;2;0;3;0;1;1;1;0;3;8;3;1;11;8;0;0;5;1;2;0;3;0;0;0;4;0;0;0;1;2;0;7;1;0;0;9;0;0;0;0;0;0;0;3;2;0;0;1;6;1;0;2;14;0;1;0;0;0;1;2;15
mt0010694349;Q2;mt0010694349;1.5539999999999998;2.055;1.7843067484662571;1.7455245398773005;1.7165644171779135;-1;1.0;1.0;1.0;1.0;0.45;0.1285714285714285;37;13;26;12;6;7;7;10;1;1;1;0;3;1;1;1;4;2;0;5;2;2;0;4;0;2;0;0;0;14;2;3;2;4;22;0;2;1;4;0;3;7;2;0;1;2;3;1;4;2;1;6;0;2;0;3;9;6;21;1;1;6;13;1;0;4;3;2;1;0;0;11;3;4;1;3;2;0;0;1;13;1;0;2;6;0;0;2;2;1;0;0;3;7;1;0;0;26;3;2;4;12;4;7;2;1;7;3;4;0
mt0010695865;Q3;mt0010695865;1.34;1.5444444444444447;1.9013519774011305;1.6424096045197742;1.589830508474575;1;0.5294117647058824;1.0;0.1111111111111111;0.1454545454545454;0.1;0.0615384615384615;18;26;19;2;2;1;0;10;1;2;3;2;1;6;0;4;4;1;2;1;0;0;0;3;5;0;0;0;1;6;0;2;1;2;13;0;5;0;5;7;0;6;0;1;0;3;1;0;2;1;1;13;0;3;4;3;0;12;20;6;3;25;17;6;0;6;25;0;15;1;0;5;3;19;0;1;1;1;0;2;9;1;3;0;11;1;0;0;1;0;1;0;1;7;0;0;2;7;3;4;0;3;0;5;0;0;4;10;5;16
mt0010696838;Q1;mt0010696838;2.654736842105263;2.4494736842105262;1.957241416893733;1.7331656675749314;1.7106267029972757;-1;1.0;1.0;1.0;0.6;0.6;0.27;45;104;107;31;6;1;15;16;0;5;25;0;9;27;5;18;9;2;2;19;7;4;13;27;3;0;1;1;0;29;2;11;8;5;71;2;35;0;13;1;2;7;2;13;0;2;6;2;8;3;0;3;0;14;2;51;8;17;55;0;19;69;28;1;2;24;49;4;16;0;4;25;16;141;0;3;0;5;0;3;62;1;1;1;39;0;2;7;9;7;12;0;2;5;1;6;2;65;6;2;11;40;2;21;5;7;3;7;12;72
mt0010699902;Q1;mt0010699902;2.138181818181818;2.1609090909090907;1.8424912000000004;1.742352399999998;1.6143999999999987;-1;1.0;0.2666666666666666;1.0;0.3333333333333333;0.1714285714285714;0.6666666666666666;32;26;86;15;26;0;6;13;4;1;5;0;0;4;0;1;1;0;1;10;2;2;2;9;0;0;0;0;1;14;0;2;1;0;34;4;4;0;5;18;4;13;2;47;0;1;2;3;4;14;0;8;4;18;3;26;0;3;30;1;8;37;32;0;4;6;7;13;5;0;4;14;19;38;2;2;0;0;17;0;29;0;0;0;6;6;0;3;9;0;4;0;3;12;5;5;4;52;1;0;5;9;1;22;2;0;4;3;4;69
mt0010701929;Q3;mt0010701929;2.7533333333333334;2.493333333333333;1.8710922619047632;1.6570732142857154;1.5845238095238092;-1;0.8;0.8;0.9;0.9;0.7;0.09;9;10;30;18;6;11;6;3;0;0;13;2;15;10;0;0;2;0;10;5;0;0;3;13;1;0;0;0;0;0;0;0;0;2;33;0;1;1;2;2;9;1;2;7;0;6;11;1;1;0;0;43;0;14;0;12;1;1;23;1;3;18;22;0;0;3;14;0;36;2;0;3;10;9;0;4;6;0;0;0;21;0;0;0;4;0;2;1;3;0;0;0;0;1;21;10;20;24;1;8;2;13;1;3;0;7;2;0;3;30
mt0010702370;Q1;mt0010702370;2.6791304347826093;2.383043478260869;1.8439818627450968;1.6888122549019604;1.5460784313725489;-1;1.0;0.54;0.27;0.27;0.27;0.045;17;64;90;37;6;0;11;5;0;0;18;0;2;14;1;1;0;0;1;28;2;0;0;31;1;0;0;0;0;5;0;0;0;0;12;1;27;1;11;1;10;0;9;7;0;9;10;1;2;11;0;15;0;3;8;22;1;4;54;1;11;50;32;0;10;9;42;3;2;0;5;32;14;73;0;2;8;7;0;0;26;0;0;0;14;0;5;1;6;0;23;0;0;4;0;30;0;14;5;25;3;20;1;29;0;2;1;8;2;52
mt0010704053;Q3;mt0010704053;1.2666666666666666;1.5066666666666666;1.9242414141414144;1.7778868686868694;1.7515151515151508;1;1.0;1.0;0.9;1.0;1.0;0.0533333333333333;23;41;18;18;11;7;2;8;0;1;0;0;4;5;0;2;3;1;2;4;2;0;8;9;0;1;0;0;0;3;0;0;0;1;14;0;3;0;5;1;0;0;2;4;1;0;1;1;2;0;1;5;1;3;0;1;2;5;13;2;9;13;9;0;0;2;22;0;0;0;2;9;2;5;0;7;0;2;1;1;16;1;1;0;7;2;0;4;6;3;1;0;2;7;1;0;0;18;0;4;0;2;3;1;2;9;6;4;0;27
mt0010705334;Q1;mt0010705334;2.8204166666666666;2.4475;2.1111024000000014;1.8667240000000007;1.5008000000000004;1;1.0;0.135;0.7;0.8;0.7;0.2666666666666666;6;50;18;11;4;0;19;0;0;0;10;0;6;0;0;0;0;0;1;7;2;0;1;20;0;1;0;0;0;1;0;0;1;1;8;0;0;0;1;0;0;1;0;1;0;0;3;0;2;3;0;0;1;4;0;39;10;5;5;0;0;3;5;0;0;0;30;0;36;0;0;6;1;51;0;0;0;0;0;0;0;0;2;0;6;0;0;0;0;0;30;0;0;2;0;18;0;53;9;1;1;1;0;3;0;1;0;4;1;16
