Music;Quadrant;Id;Semantic_Gazeteers_AvgValence;Semantic_Gazeteers_AvgArousal;Semantic_DAL_ANEW_AvgValence;Semantic_DAL_ANEW_AvgArousal;Semantic_DAL_ANEW_AvgDominance;Semantic_Synesktech_Valence;Semantic_Synesktech_HappinessWeight;Semantic_Synesktech_SadnessWeight;Semantic_Synesktech_AngerWeight;Semantic_Synesktech_FearWeight;Semantic_Synesktech_DisgustWeight;Semantic_Synesktech_SurpriseWeight;Semantic_GI_positiv;Semantic_GI_negativ;Semantic_GI_pstv;Semantic_GI_affil;Semantic_GI_ngtv;Semantic_GI_hostile;Semantic_GI_strong;Semantic_GI_power;Semantic_GI_weak;Semantic_GI_submit;Semantic_GI_active;Semantic_GI_passive;Semantic_GI_pleasur;Semantic_GI_pain;Semantic_GI_arousal;Semantic_GI_emot;Semantic_GI_virtue;Semantic_GI_vice;Semantic_GI_ovrst;Semantic_GI_undrst;Semantic_GI_academ;Semantic_GI_doctrin;Semantic_GI_econ@;Semantic_GI_exch;Semantic_GI_econ;Semantic_GI_exprsv;Semantic_GI_legal;Semantic_GI_milit;Semantic_GI_polit@;Semantic_GI_polit;Semantic_GI_relig;Semantic_GI_role;Semantic_GI_coll;Semantic_GI_work;Semantic_GI_ritual;Semantic_GI_socrel;Semantic_GI_male;Semantic_GI_female;Semantic_GI_nonadlt;Semantic_GI_hu;Semantic_GI_place;Semantic_GI_social;Semantic_GI_region;Semantic_GI_route;Semantic_GI_land;Semantic_GI_sky;Semantic_GI_object;Semantic_GI_tool;Semantic_GI_food;Semantic_GI_comnobj;Semantic_GI_natobj;Semantic_GI_bodypt;Semantic_GI_comform;Semantic_GI_com;Semantic_GI_say;Semantic_GI_need;Semantic_GI_goal;Semantic_GI_try;Semantic_GI_means;Semantic_GI_persist;Semantic_GI_complet;Semantic_GI_fail;Semantic_GI_natrpro;Semantic_GI_begin;Semantic_GI_vary;Semantic_GI_increas;Semantic_GI_finish;Semantic_GI_stay;Semantic_GI_rise;Semantic_GI_exert;Semantic_GI_fetch;Semantic_GI_travel;Semantic_GI_fall;Semantic_GI_know;Semantic_GI_causal;Semantic_GI_ought;Semantic_GI_perceiv;Semantic_GI_compare;Semantic_GI_eval;Semantic_GI_solve;Semantic_GI_abs@;Semantic_GI_abs;Semantic_GI_quality;Semantic_GI_quan;Semantic_GI_numb;Semantic_GI_card;Semantic_GI_freq;Semantic_GI_time@;Semantic_GI_time;Semantic_GI_space;Semantic_GI_pos;Semantic_GI_dim;Semantic_GI_rel;Semantic_GI_self;Semantic_GI_our;Semantic_GI_you;Semantic_GI_name;Semantic_GI_yes;Semantic_GI_no;Semantic_GI_negate;Semantic_GI_intrj;Semantic_GI_iav;Semantic_GI_dav;Semantic_GI_sv;Semantic_GI_indadj;Semantic_GI_powgain;Semantic_GI_powloss;Semantic_GI_powcon;Semantic_GI_powcoop;Semantic_GI_powaupt;Semantic_GI_powoth;Semantic_GI_powtot;Semantic_GI_rcethic;Semantic_GI_rcrelig;Semantic_GI_rcgain;Semantic_GI_rcends;Semantic_GI_rctot;Semantic_GI_rspgain;Semantic_GI_rsploss;Semantic_GI_rspoth;Semantic_GI_rsptot;Semantic_GI_affgain;Semantic_GI_affpt;Semantic_GI_affoth;Semantic_GI_afftot;Semantic_GI_wltoth;Semantic_GI_wlttot;Semantic_GI_wlbgain;Semantic_GI_wlbloss;Semantic_GI_wlbphys;Semantic_GI_wlbpsyc;Semantic_GI_wlbpt;Semantic_GI_wlbtot;Semantic_GI_enlgain;Semantic_GI_enlends;Semantic_GI_enloth;Semantic_GI_enltot;Semantic_GI_skloth;Semantic_GI_skltot;Semantic_GI_trngain;Semantic_GI_trnloss;Semantic_GI_tranlw;Semantic_GI_meanslw;Semantic_GI_endslw;Semantic_GI_arenalw;Semantic_GI_ptlw;Semantic_GI_negaff;Semantic_GI_posaff;Semantic_GI_surelw;Semantic_GI_if;Semantic_GI_notlw;Semantic_GI_timespc;Semantic_GI_formlw;Stylistic_WordsDictionary_Count;Stylistic_CapitalLetters_cfcl
mt0014005525;Q1;mt0014005525;2.3266666666666667;2.5383333333333336;1.897943384615388;1.695542153846154;1.547076923076922;-1;1.0;1.0;1.0;0.96;0.84;0.32;29;23;31;20;18;42;53;20;18;3;96;31;2;0;0;2;26;4;54;30;1;0;1;0;1;5;4;0;0;1;1;9;1;8;0;34;6;17;8;12;7;2;0;4;1;0;19;4;5;4;4;1;65;45;2;5;0;9;11;4;6;1;12;1;8;0;4;0;1;2;8;28;0;26;4;4;14;7;9;19;6;8;9;56;0;0;1;22;2;39;3;3;9;40;4;70;1;19;16;65;48;88;41;61;4;4;1;0;1;0;1;9;19;0;2;1;22;2;0;5;7;1;2;1;8;0;0;0;0;4;0;2;6;22;2;36;60;1;5;1;3;14;0;1;0;6;2;9;31;7;79;32;50;199;88
mt0014097994;Q2;mt0014097994;1.91;2.12;1.719449612403101;1.6059589147286817;1.4263565891472874;-1;0.2666666666666666;1.0;1.0;1.0;0.0599999999999999;0.0;41;4;41;6;4;4;10;2;1;1;16;21;0;0;10;4;6;2;13;5;0;24;1;0;2;0;24;0;1;27;0;0;0;2;0;2;0;0;0;0;2;2;0;0;0;0;2;1;0;0;1;1;3;1;0;1;2;0;3;0;2;0;5;4;0;0;0;0;1;2;1;4;0;6;6;0;0;0;1;7;1;2;3;13;0;0;0;1;1;9;0;0;4;7;0;9;0;0;0;1;5;18;4;12;0;1;0;0;0;0;1;27;2;0;1;0;3;1;0;0;1;3;0;0;4;1;1;0;2;6;1;0;9;2;1;8;11;3;3;1;0;3;0;4;0;1;0;3;4;4;0;6;2;54;21
mt0014170517;Q2;mt0014170517;1.7706896551724138;2.2;1.8476913978494616;1.7202577956989231;1.4752688172043005;-1;1.0;1.0;0.6;1.0;1.0;0.24;96;37;94;22;38;24;163;54;11;7;110;15;2;2;8;2;80;8;55;22;4;1;33;0;27;9;36;2;6;15;1;15;1;19;4;69;10;2;0;16;5;4;0;1;0;0;8;0;0;3;0;2;21;18;0;8;1;12;50;2;19;17;71;6;9;0;2;0;1;6;12;6;0;26;5;0;4;2;18;13;7;11;5;38;6;0;14;46;5;17;5;1;16;1;6;22;4;0;3;11;23;172;39;36;0;1;3;8;0;4;17;39;37;0;2;0;39;18;1;4;23;0;7;5;12;9;9;0;9;78;6;0;93;2;1;34;37;3;3;0;19;33;7;10;0;4;6;5;47;7;11;68;17;220;4
mt0014177219;Q2;mt0014177219;1.95;2.628;1.8338844221105524;1.6679095477386934;1.4492462311557788;-1;1.0;0.48;1.0;0.96;0.96;0.1066666666666666;29;25;27;9;22;7;36;7;15;3;61;13;1;4;3;3;16;5;18;28;0;1;9;8;2;4;11;0;6;7;1;4;1;7;0;11;0;0;0;5;0;0;0;0;0;0;7;3;0;0;3;1;27;9;2;0;0;2;6;2;2;3;6;1;2;1;3;0;1;3;1;5;0;23;6;0;4;2;7;8;6;7;5;24;1;1;11;13;1;14;0;0;3;17;2;18;1;3;0;4;8;66;17;14;1;0;1;2;0;0;1;7;13;0;0;0;13;2;1;4;7;0;1;0;1;5;9;0;0;3;3;0;6;11;0;37;48;1;1;7;0;17;0;0;1;6;0;1;1;10;0;30;11;87;21
mt0014581361;Q2;mt0014581361;1.5404166666666668;2.2833333333333337;1.839408474576272;1.71978813559322;1.700564971751413;-1;0.2666666666666666;1.0;1.0;1.0;0.5;0.2;25;66;26;16;65;26;82;27;19;21;75;41;2;16;7;10;15;18;20;15;0;3;8;5;3;1;3;3;9;10;5;8;11;24;1;25;19;0;0;19;5;3;1;1;0;0;11;4;3;1;2;4;15;3;0;3;1;6;12;1;3;1;15;0;4;0;4;3;0;6;3;11;0;6;1;0;10;1;9;7;3;3;11;23;6;2;1;11;0;25;8;0;4;9;0;6;0;4;0;0;5;78;31;22;0;11;1;15;1;1;22;58;3;10;3;2;18;3;0;4;7;1;6;0;7;4;4;0;15;9;0;0;24;11;0;6;17;0;1;2;9;9;1;4;7;0;3;4;21;2;0;37;5;90;81
mt0014594482;Q2;mt0014594482;1.5557142857142858;2.251428571428572;1.8628013986013991;1.7227811188811193;1.4615384615384617;-1;1.0;1.0;1.0;0.8;0.7;0.2;40;24;41;20;20;26;66;17;8;5;61;24;1;0;4;2;21;7;34;13;1;2;3;0;2;2;17;4;1;9;2;3;4;5;2;31;0;0;3;7;7;3;0;1;0;3;10;7;0;2;0;0;23;10;0;2;2;7;15;7;8;9;6;4;4;0;5;2;0;3;2;11;0;3;7;0;9;0;5;5;6;8;0;27;2;1;4;23;2;20;4;3;4;0;1;30;3;2;2;9;7;80;28;13;1;4;5;5;3;4;12;33;11;1;4;0;16;1;5;2;8;1;0;0;1;1;2;0;2;10;0;0;12;5;0;3;10;5;6;11;3;27;0;9;0;1;0;8;13;2;11;19;16;62;28
mt0014664637;Q1;mt0014664637;2.5525;2.185;1.848016293929713;1.6639738019169308;1.6920127795527151;-1;0.3333333333333333;0.3529411764705882;0.25;0.2142857142857142;0.15;0.3;30;44;29;31;44;25;43;22;34;8;104;45;1;2;14;9;18;16;35;23;4;3;6;1;4;6;5;2;7;10;13;9;19;13;6;41;3;2;0;28;17;3;1;8;3;1;18;2;0;2;2;4;32;16;4;6;0;10;10;1;6;4;8;2;5;4;7;1;1;2;10;36;0;10;6;3;22;0;11;20;7;15;7;69;9;9;5;22;8;69;6;8;8;13;10;6;2;6;0;1;8;122;52;20;0;4;8;0;7;2;4;28;7;9;2;1;19;0;0;3;3;4;1;1;6;1;2;2;4;5;3;6;20;11;1;18;32;12;13;1;11;20;0;8;5;1;9;5;20;2;1;37;12;209;97
mt0014693814;Q3;mt0014693814;2.3781818181818184;1.7609090909090908;1.8114870967741945;1.619557258064516;1.7677419354838704;-1;1.0;1.0;0.5;0.5;0.5;0.225;27;9;27;37;9;1;40;15;21;2;43;37;6;4;0;7;8;3;6;10;0;0;8;0;14;7;4;0;10;10;0;1;9;1;3;26;2;3;0;10;27;16;1;0;4;2;10;5;1;0;0;3;22;9;0;5;1;3;4;4;0;4;6;2;4;0;3;0;3;0;5;5;1;0;3;0;9;0;3;3;2;6;6;11;3;0;0;34;4;27;2;3;4;10;6;0;4;0;0;4;3;49;25;22;0;5;2;0;0;4;3;18;2;0;0;0;2;0;1;0;1;8;0;5;13;8;10;2;2;21;9;2;36;9;0;1;10;0;0;0;2;9;0;4;0;1;1;6;0;4;4;39;10;57;29
mt0014829611;Q4;mt0014829611;2.5966666666666667;2.142380952380953;2.0073246268656724;1.6368305970149262;1.6164179104477612;1;1.0;1.0;0.1;0.125;0.1;0.0615384615384615;49;6;46;31;6;6;22;7;3;0;21;33;15;3;6;15;17;0;16;8;0;0;4;0;2;1;4;0;0;0;2;0;3;3;1;16;0;0;0;3;7;3;0;0;3;1;8;1;2;0;4;3;6;4;0;0;8;1;2;0;2;0;14;4;0;4;0;0;0;0;1;2;0;6;0;0;0;2;11;4;1;6;3;11;0;0;3;7;5;15;0;0;0;6;2;10;0;2;2;9;5;24;9;20;0;0;4;0;0;0;6;12;3;1;1;1;6;0;0;1;1;19;0;8;28;1;1;0;0;3;4;1;8;4;0;7;11;0;0;1;0;1;0;11;1;0;0;0;10;0;11;12;4;71;19
mt0014884525;Q2;mt0014884525;2.085;1.9725;1.8917102409638555;1.6995387755102038;1.6281407035175866;-1;1.0;0.2666666666666666;0.7894736842105263;1.0;0.4;0.0818181818181818;25;75;25;21;71;27;45;26;41;4;76;49;4;52;1;30;12;3;29;23;4;5;1;0;1;4;9;0;10;20;2;3;6;7;0;32;5;0;0;11;9;2;0;1;2;0;3;3;0;0;0;0;25;15;7;0;0;3;12;2;4;1;7;0;9;3;1;0;1;4;1;11;0;14;0;2;2;0;4;17;3;5;0;25;1;1;3;16;2;12;0;0;3;1;1;2;2;0;4;16;8;83;27;33;0;1;0;0;3;4;14;32;2;2;0;1;5;0;0;6;6;4;0;3;7;0;0;0;26;0;39;0;65;10;0;17;28;0;0;0;0;6;2;5;3;0;2;3;26;13;20;13;16;0;252
mt0014948707;Q2;mt0014948707;1.4791666666666683;2.289305555555559;1.8327964835164887;1.8240494505494484;1.8716483516483533;-1;1.0;0.5;1.0;0.2571428571428571;1.0;0.0615384615384615;47;146;49;32;146;83;144;80;128;5;662;147;1;1;9;1;34;12;104;20;1;0;68;3;8;8;18;2;55;7;0;17;3;21;7;221;7;0;5;20;10;6;0;2;1;1;17;8;2;4;3;4;23;8;5;5;1;122;13;2;14;58;17;2;10;56;58;6;0;5;17;241;3;13;5;7;11;1;8;22;5;9;18;39;7;7;7;87;4;78;0;6;8;74;8;44;1;4;0;1;16;704;111;45;0;5;5;2;1;3;12;31;17;0;7;0;24;3;2;6;11;3;2;3;8;6;6;0;3;10;1;7;21;15;0;21;36;13;16;2;8;9;1;8;0;1;1;2;33;8;1;70;13;322;47
mt0014964772;Q2;mt0014964772;1.7518518518518522;2.384444444444444;1.7838656319290511;1.6817873614190693;1.5223946784922384;-1;1.0;1.0;1.0;1.0;1.0;0.2666666666666666;29;95;28;80;91;139;157;20;24;16;313;43;9;1;13;3;14;14;42;18;0;0;7;1;6;9;3;2;2;4;0;4;4;17;7;200;2;0;1;8;8;3;2;1;1;1;17;7;2;3;3;3;23;9;0;6;5;67;5;5;63;7;9;4;26;4;4;5;4;16;60;80;1;12;19;52;3;2;3;23;9;17;14;40;16;12;38;36;7;72;5;0;2;21;30;15;3;0;2;11;14;436;109;24;3;9;9;10;6;0;10;47;6;0;0;0;6;3;1;2;6;2;0;1;3;4;5;1;1;9;1;2;14;14;4;29;48;7;7;6;3;12;0;8;0;0;3;8;4;9;13;96;12;391;101
mt0014974957;Q2;mt0014974957;1.3950000000000002;2.18375;1.7640519607843137;1.6317745098039207;1.572549019607843;1;1.0;0.8;1.0;0.4;1.0;0.0615384615384615;19;34;19;6;30;25;17;17;19;3;28;34;0;1;9;5;9;4;15;19;0;2;1;0;2;2;1;1;5;8;0;3;0;0;0;15;0;0;0;3;1;0;0;1;0;0;4;3;0;1;0;0;19;5;0;6;2;1;6;0;0;4;8;2;0;0;9;0;1;6;0;1;0;16;4;0;5;1;2;8;5;6;14;26;1;1;0;8;1;9;0;0;3;10;0;8;0;0;3;12;8;45;10;11;0;1;0;5;0;1;15;24;0;0;3;0;3;0;0;1;1;0;0;0;0;3;3;0;0;1;0;0;1;6;0;12;18;4;4;0;0;8;0;9;1;2;6;4;10;2;15;17;7;50;40
mt0014980594;Q2;mt0014980594;1.3970588235294117;2.484117647058824;1.8027830303030308;1.6960666666666668;1.5054545454545447;1;1.0;0.8;1.0;0.4;0.4;0.2333333333333333;36;28;36;20;19;29;43;14;11;5;41;23;0;5;10;10;16;14;42;27;1;2;3;0;3;0;10;7;7;7;4;3;2;2;2;15;2;0;0;5;7;1;0;2;2;2;6;4;1;1;0;3;16;11;0;2;2;4;13;3;3;1;11;1;4;1;1;0;0;9;3;7;0;4;14;0;3;0;3;3;6;9;5;45;2;0;2;14;2;20;1;1;10;1;3;6;0;0;7;32;12;50;6;19;2;4;1;8;1;2;4;21;15;0;1;1;17;0;1;2;3;3;0;3;6;2;2;2;1;13;2;0;18;3;0;9;13;0;0;0;0;6;0;2;1;3;1;5;24;3;38;21;10;65;62
mt0014998906;Q3;mt0014998906;2.6861538461538457;2.339230769230769;1.8453448979591849;1.6779522448979585;1.6089795918367342;1;0.8;0.8;0.4;0.4;0.4;0.0615384615384615;30;22;28;12;22;12;27;14;20;3;52;31;0;0;3;0;13;3;28;19;3;2;3;0;8;13;5;0;3;9;1;2;5;8;1;28;27;1;0;7;12;6;2;3;1;0;14;10;0;0;2;2;24;11;0;0;1;4;14;2;0;4;3;2;3;1;4;5;2;0;3;7;1;11;5;0;4;0;4;11;2;3;12;21;4;3;7;36;1;29;2;0;8;11;0;0;4;1;1;4;10;78;26;11;1;7;3;0;4;0;3;19;4;2;3;0;9;1;2;5;8;0;2;1;3;5;7;0;2;3;0;0;5;7;0;26;33;0;2;0;5;9;3;8;2;1;0;2;10;8;4;36;12;102;53
mt0015506396;Q4;mt0015506396;2.3846153846153846;1.919230769230769;1.9646304093567253;1.6775830409356731;1.6690058479532155;-1;0.2666666666666666;1.0;1.0;0.2;0.2;0.15;25;19;25;21;19;10;23;6;11;4;43;43;0;2;11;5;6;5;29;18;0;0;2;1;0;2;2;0;0;1;4;4;0;7;0;11;16;0;1;4;5;2;0;0;0;2;6;3;0;2;1;0;16;11;1;5;0;4;0;6;0;0;8;4;4;0;5;0;0;2;0;5;1;11;2;0;10;2;7;11;2;4;9;20;0;0;3;9;0;29;0;3;8;9;5;14;0;0;2;10;4;45;22;29;0;1;0;2;3;0;6;12;2;1;1;3;7;0;0;0;0;2;1;0;4;1;1;0;1;7;3;1;12;4;0;11;15;1;1;0;3;3;1;12;0;2;2;5;17;5;12;19;8;53;51
mt0015511866;Q1;mt0015511866;2.3400000000000003;2.294583333333333;1.9591472;1.7092511999999989;1.5407999999999995;-1;1.0;0.3;0.1333333333333333;0.3;0.18;0.15;54;20;54;23;20;7;55;13;22;5;73;47;3;0;13;5;15;1;20;20;0;1;1;0;1;30;8;0;10;11;2;12;4;4;8;22;15;0;1;16;5;1;0;0;3;0;5;3;0;2;0;10;8;3;1;12;7;3;3;3;2;4;7;4;15;0;5;0;0;0;1;33;4;1;25;0;12;1;2;4;11;19;10;28;3;2;1;25;4;25;1;5;6;39;3;12;0;0;1;4;1;58;40;53;0;1;2;1;3;3;9;19;6;0;1;1;8;0;2;6;8;17;0;19;36;0;1;0;1;10;0;0;11;5;1;7;13;0;6;9;3;15;2;27;1;1;1;1;10;4;5;42;7;108;44
mt0015694671;Q3;mt0015694671;2.2457142857142864;2.2971428571428567;1.8828362068965523;1.7284557471264366;1.5471264367816076;1;1.0;1.0;0.5;0.5;0.5;0.3;73;28;73;65;27;16;110;43;31;15;141;58;12;6;6;16;26;2;18;6;0;0;7;0;2;0;2;0;1;2;0;11;0;14;0;72;0;1;6;12;6;1;4;0;1;0;12;11;0;0;1;3;9;5;1;22;4;8;18;6;9;12;0;8;12;0;3;3;0;1;6;12;3;9;2;0;16;0;6;26;0;2;17;7;0;0;6;25;2;25;0;9;5;24;0;39;0;3;1;7;9;174;32;33;0;7;5;0;4;0;14;31;5;0;2;0;7;0;1;4;5;15;0;11;26;3;3;0;0;2;3;10;15;1;3;9;13;0;0;10;7;17;0;17;3;1;4;5;13;5;8;19;4;95;44
mt0015889071;Q2;mt0015889071;1.4933333333333332;2.563333333333333;1.81549375;1.626062499999999;1.4791666666666656;-1;0.32;1.0;1.0;1.0;0.84;0.2;11;34;11;4;30;30;46;19;12;4;36;16;0;1;1;0;9;24;8;24;3;2;5;0;11;0;4;3;14;26;2;10;8;3;0;12;9;0;0;18;1;1;0;0;0;0;1;0;0;1;0;0;22;16;0;2;0;5;7;3;4;0;5;1;2;1;0;0;0;4;1;4;0;7;3;1;2;4;8;6;3;15;8;38;10;4;0;36;12;29;6;0;5;10;1;2;8;0;7;27;7;44;15;24;0;0;4;3;1;1;9;33;4;8;2;0;14;0;0;2;2;0;0;2;2;2;2;0;3;3;1;0;7;6;0;23;31;5;6;1;0;13;0;9;5;5;6;0;3;3;31;42;16;103;53
mt0015940634;Q2;mt0015940634;1.41;2.1733333333333333;1.8828546875;1.6855734375000009;1.7093749999999992;-1;0.6666666666666666;1.0;0.16;1.0;0.16;1.0;78;22;78;67;21;15;51;20;6;40;28;43;0;2;26;13;12;1;44;5;0;1;26;0;14;1;1;2;2;4;0;0;13;2;0;37;3;0;0;13;1;1;0;0;0;0;13;11;0;0;0;5;28;5;0;0;0;3;30;13;2;2;1;0;0;0;0;0;0;0;1;5;0;3;0;1;3;0;3;2;0;1;7;17;0;0;5;31;1;11;0;0;0;12;0;3;1;0;0;2;1;46;12;0;0;4;2;3;0;0;1;13;12;0;12;0;24;3;0;2;5;0;0;12;12;12;25;1;3;4;1;0;9;1;0;12;13;0;0;0;0;2;0;0;0;0;2;36;4;0;2;31;12;48;31
mt0016770768;Q1;mt0016770768;2.476;1.9825;1.9669127962085315;1.69691327014218;1.6947867298578194;1;1.0;1.0;0.1428571428571428;0.16;0.16;0.1166666666666666;60;31;62;35;32;15;38;9;16;6;52;42;11;5;6;13;29;13;40;17;0;1;15;7;9;6;18;0;4;3;0;5;4;4;7;27;0;2;0;9;11;3;3;5;0;0;13;8;0;1;4;0;36;18;2;0;0;3;9;5;4;1;7;0;15;0;0;0;5;2;1;19;0;9;14;1;12;0;20;4;4;5;18;33;2;2;4;22;1;28;0;0;5;15;6;16;0;6;3;9;13;73;23;29;0;2;3;2;3;0;11;25;14;0;1;1;16;3;0;5;8;14;3;7;24;1;3;5;6;4;8;1;24;14;0;10;24;3;3;1;2;9;1;5;4;0;5;7;26;5;11;32;21;104;37
mt0016918508;Q1;mt0016918508;2.505;2.4218750000000004;1.9408403669724776;1.7408272171253816;1.622018348623853;-1;1.0;1.0;1.0;1.0;1.0;1.0;118;45;118;139;41;35;105;30;59;14;206;106;15;2;20;28;16;8;52;20;0;0;16;2;10;2;2;1;3;4;1;14;3;21;1;115;2;4;5;20;5;1;0;0;3;1;15;9;0;4;1;10;17;4;2;2;1;7;8;12;11;34;9;14;21;1;7;0;2;4;3;23;9;15;38;4;7;0;10;20;3;7;28;34;2;2;3;43;4;22;1;3;10;53;0;55;1;2;1;1;17;161;108;52;0;15;19;3;4;3;1;45;7;0;3;3;13;0;13;1;14;31;1;13;45;11;12;0;3;9;1;6;19;4;12;17;33;3;4;48;5;4;2;11;1;3;8;16;40;8;2;48;18;240;64
mt0016971741;Q1;mt0016971741;2.4527272727272726;1.9154545454545453;1.836108016877637;1.7638451476793249;1.531645569620252;-1;1.0;1.0;0.75;0.75;0.75;1.0;58;37;57;22;36;17;88;11;11;7;112;29;0;0;7;5;30;2;84;14;1;2;11;4;5;9;10;0;0;0;1;14;0;41;7;37;11;1;8;14;4;1;0;3;0;0;9;6;0;1;1;0;14;10;3;7;0;8;3;10;1;5;10;1;9;0;14;0;5;7;3;7;3;7;11;0;7;0;10;31;2;4;15;44;1;1;2;27;2;15;0;1;11;32;0;45;0;0;2;9;13;139;52;55;0;1;4;0;1;0;12;18;8;1;3;0;12;3;0;1;4;14;4;3;21;4;6;0;0;15;0;2;17;6;0;11;17;9;12;0;9;38;1;29;0;2;4;10;17;7;10;19;9;186;39
mt0017971951;Q1;mt0017971951;2.6646875000000003;2.493437500000001;1.8947724919093865;1.7555145631067963;1.5546925566343035;-1;0.6666666666666666;1.0;0.7;1.0;0.7;0.3;64;25;64;81;25;22;90;34;32;4;204;51;2;1;25;14;8;2;15;20;2;0;3;1;3;10;4;0;2;3;0;4;1;30;9;82;0;2;1;5;0;0;0;0;0;0;12;9;1;0;2;5;28;7;1;4;4;11;12;5;22;31;9;20;43;1;0;0;15;32;10;25;0;2;34;1;14;5;7;8;6;8;18;22;1;0;0;8;2;45;1;0;16;45;1;26;0;8;0;0;14;249;100;20;0;1;14;10;1;2;9;39;4;0;0;0;4;1;14;4;19;11;0;1;12;0;0;6;0;3;0;2;11;18;5;14;37;8;10;61;4;30;0;5;0;0;2;13;27;4;0;54;22;279;90
mt0018216077;Q2;mt0018216077;1.37;1.98;1.7354932773109248;1.679098319327731;1.6420168067226897;-1;0.3;1.0;1.0;0.7857142857142857;0.0476190476190476;0.18;15;36;15;12;29;14;24;9;24;6;23;27;0;5;7;11;5;10;14;18;2;2;4;0;5;3;1;0;4;5;1;4;2;8;4;7;8;0;0;6;1;0;0;1;0;0;4;3;0;0;0;2;12;3;0;4;1;0;9;0;0;0;8;0;2;0;0;0;0;2;1;3;0;2;2;0;9;1;8;1;3;6;9;14;1;1;3;17;2;18;0;4;3;1;2;2;1;0;1;7;2;28;11;12;2;0;0;1;0;2;2;6;3;1;1;0;5;0;1;1;2;1;0;2;3;1;2;1;3;5;3;0;12;3;0;5;9;3;4;0;1;8;0;4;0;1;4;3;3;8;7;14;3;45;33
mt0020034314;Q2;mt0020034314;1.78;2.01;1.825603333333334;1.569440833333334;1.3699999999999994;-1;0.0692307692307692;0.75;0.1;0.1;0.1;0.0615384615384615;4;6;4;7;5;17;13;8;22;0;3;28;1;1;6;2;4;1;3;13;0;0;0;0;0;0;8;0;0;0;6;8;0;4;1;8;2;0;0;8;3;0;0;0;3;0;7;1;0;6;0;0;10;9;0;2;0;0;0;0;1;0;3;1;0;0;0;0;1;0;0;0;9;0;0;0;4;0;0;0;1;5;0;23;0;0;0;8;4;8;0;3;0;12;0;30;0;0;8;38;9;37;8;68;0;0;0;0;0;0;17;17;2;0;0;6;8;0;0;0;0;3;2;0;5;0;0;0;0;2;0;0;2;4;1;1;6;0;0;0;3;2;0;8;0;0;0;1;2;1;46;13;9;54;41
mt0026519497;Q2;mt0026519497;1.5482352941176472;2.604705882352941;1.7451028340080967;1.7478817813765164;1.7238866396761126;-1;1.0;1.0;1.0;0.1588235294117647;1.0;0.2;30;85;30;33;82;53;97;22;23;13;207;51;1;10;8;6;11;19;11;5;1;3;6;1;3;5;3;10;3;2;1;3;0;18;2;65;2;0;1;3;2;0;0;0;0;0;25;18;3;1;2;9;17;7;1;1;4;25;18;12;10;9;10;0;27;2;13;5;2;14;6;46;2;5;2;4;6;2;6;20;4;6;4;10;4;4;0;28;2;39;0;0;6;22;1;38;0;5;1;5;10;182;76;17;0;8;6;6;10;0;18;49;4;0;2;1;7;1;4;1;6;3;1;0;4;2;2;0;13;6;7;0;26;12;0;12;25;9;10;0;14;20;2;15;0;0;6;2;4;5;6;47;6;194;83
mt0026624084;Q2;mt0026624084;1.9275;2.54;1.7779864864864856;1.6915081081081078;1.5837837837837845;1;1.0;0.9;1.0;0.1333333333333333;0.54;0.0;13;22;10;2;18;8;39;23;12;4;28;17;3;2;5;5;15;6;13;9;0;1;0;0;0;0;2;1;1;2;3;2;1;2;0;9;0;0;0;3;1;0;0;0;0;1;3;1;0;2;0;3;5;2;0;0;0;0;2;3;0;1;2;0;0;0;2;3;0;6;0;1;0;4;2;3;1;0;9;3;2;2;8;7;0;0;0;4;0;2;0;0;2;12;1;7;0;0;0;1;0;27;6;11;2;2;3;0;0;1;21;35;1;3;0;1;5;0;1;2;3;0;0;0;0;0;0;1;2;8;1;1;13;2;0;5;7;0;0;0;1;3;1;1;1;0;6;0;8;0;1;5;2;32;20
mt0026625063;Q2;mt0026625063;1.59;2.335;1.831016981132076;1.6933044025157238;1.6528301886792436;-1;0.3200000000000001;0.2666666666666666;1.0;0.8;0.7;0.3200000000000001;18;19;17;21;19;12;28;13;30;2;55;16;0;0;16;3;6;1;21;20;3;1;4;2;2;0;13;0;0;1;0;0;0;9;3;13;0;0;0;0;4;1;3;0;0;0;16;4;1;10;1;4;8;4;0;3;3;4;3;2;0;2;6;2;6;0;3;5;0;2;7;24;1;3;1;0;10;0;1;13;1;3;3;16;0;0;6;22;2;20;0;0;11;3;24;34;0;1;0;8;3;68;35;32;0;0;4;4;1;0;22;31;3;0;0;0;3;0;0;1;1;2;0;2;4;2;2;5;0;5;0;0;10;8;1;7;16;1;1;2;4;13;0;2;1;0;0;2;17;2;8;26;2;69;40
